Year,County,IncomeClass,Disclosure,ReturnCount,TotalIncome,TotalDeductions,TotalExemptions,TotalTaxableIncome,TotalTaxBeforeCredits,TotalTaxLiability,Place of Residence Sort Order,Income Class Sort Order
2002, New York City - Manhattan ,"100,000 - 199,999",,66500,9223558,1147030,21281,8055247,538306,517069,3,10
2008, Tioga ,"75,000 - 99,999",,1828,158150,28980,2016,127154,7333,6476,55,9
2009,Greene,"10,000 - 19,999",,3192,46836,30315,981,15540,632,-557,25,3
2012,Yates,"20,000 - 29,999",,1403,34830,15094,881,18855,838,155,63,4
2005, Ontario ,Total,,45835,2113006,492016,25501,1595382,96649,86770,38,12
2002, Schoharie ,"30,000 - 39,999",,1295,44962,14876,926,29160,1383,1314,49,5
2011,Allegany,"100,000 - 199,999",,901,114109,15440,1105,97564,6320,5847,8,10
2012,New York City - Kings,"Under 5,000",,158269,-962920,213492,1,5999,240,-10882,2,1
2012,Lewis,"60,000 - 74,999",,828,55580,11818,775,42987,2301,2016,29,8
2011,Oneida,"100,000 - 199,999",,6904,891548,124292,8055,759202,49401,47542,36,10
2005, Genesee ,"5,000 - 9,999",,2759,20282,16565,56,3629,145,-282,24,2
2007, Albany ,"10,000 - 19,999",,19545,289371,174317,6249,108805,4446,-2471,7,3
2011,Madison,"Under 5,000",,4462,-24935,7382,0,429,17,-471,31,1
2003, Monroe ,"5,000 - 9,999",,32100,236319,198254,579,37486,1500,-4247,32,2
2007, Niagara ,"100,000 - 199,999",,6607,838326,122505,8065,707757,45835,44140,35,10
2005, Orleans ,"100,000 - 199,999",,549,67771,9704,676,57391,3700,3630,40,10
1999, Madison ,"100,000 - 199,999",,1085,139650,18307,1325,120018,7803,7723,31,10
2008, Warren ,"Under 5,000",,5296,-25675,9872,0,676,27,-341,58,1
2001, New York City - Bronx ,"20,000 - 29,999",,82619,2061884,860778,82807,1118297,48556,25386,1,4
1999, Fulton ,"200,000 and over",,142,62931,2800,129,60002,4110,3927,23,11
2011,Cortland,"50,000 - 59,999",,1210,66348,15788,855,49705,2653,2357,17,7
2012,Broome,"100,000 - 199,999",,6956,915371,125952,7381,782038,48837,46438,9,10
2007, Rockland ,"200,000 - 249,999",,2878,639025,95545,4112,539365,36946,31603,45,11
2007, Broome ,"20,000 - 29,999",,12069,298463,123250,6172,169041,7582,3646,9,4
2012,Rockland,"75,000 - 99,999",,10626,923270,217411,9841,696018,39563,33688,45,9
2001, New York City - Richmond ,"75,000 - 99,999",,17103,1475467,288828,19641,1166998,67842,65167,5,9
2007, Wayne ,"250,000 - 499,999",,149,49060,3498,131,45431,3112,2870,60,12
2010,Rensselaer,"50,000 - 59,999",,4410,241432,55948,2676,182808,10011,9020,44,7
2006, Rockland ,"5,000 - 9,999",,10366,76672,62676,69,13927,557,-1355,45,2
2006, Essex ,"20,000 - 29,999",,2236,55268,23964,1218,30086,1341,624,21,4
2007, Onondaga ,"500,000 and over",,1026,1326229,36500,1318,1288411,88256,65180,37,13
2006, Orange ,"5,000 - 9,999",,12899,95222,77701,191,17330,693,-2357,39,2
1999, Ulster ,"50,000 - 59,999",,4590,251682,58668,4344,188670,9835,9733,57,7
2006, Essex ,"40,000 - 49,999",,1299,58095,17060,901,40134,2010,1675,21,6
2010,Yates,"60,000 - 74,999",,690,46114,10551,702,34862,1891,1598,63,8
2008, Orleans ,"200,000 - 249,999",,38,8561,795,42,7724,529,454,40,11
2001, Tioga ,"Under 5,000",,3134,7318,6847,0,471,19,-87,55,1
2012,New York City - Richmond,Total,,202326,11488790,2560436,118060,8955207,545124,464734,5,14
2003, Orange ,"10,000 - 19,999",,20047,294394,189672,8189,96533,3933,-3572,39,3
2006, Residence Unknown ++ ,"10,000 - 19,999",,1948,29321,17757,664,10900,446,-156,66,3
2011,Oswego,"75,000 - 99,999",,3905,337167,59960,3810,273397,15877,14807,41,9
2008, Greene ,"250,000 - 499,999",,126,42299,3230,109,38960,2669,2531,25,12
2010,New York City - Bronx,Total,,575413,17589666,5345190,378741,11968807,685659,416455,1,14
2000, Schoharie ,"200,000 and over",,46,22961,1407,42,21512,1474,1406,49,11
2003, Westchester ,"Under 5,000",,61611,105697,100051,6,5640,226,-1720,61,1
2002, Cortland ,"10,000 - 19,999",,3544,52799,33277,1407,18115,736,-288,17,3
2003, Orange ,"30,000 - 39,999",,13292,463374,154978,9542,298853,14598,13070,39,5
2010,New York City - Kings,"100,000 - 199,999",,60097,8030443,1172802,54263,6803377,449171,430618,2,10
2012,Otsego,"60,000 - 74,999",,1616,108438,22776,1201,84461,4563,4151,42,8
2008, Tioga ,"250,000 - 499,999",,104,34507,1944,115,32448,2223,2069,55,12
1999,"Grand Total, Full-Year Resident","30,000 - 39,999",,814459,28294441,8707419,550761,19036251,929797,891926,67,5
2010,Suffolk,"200,000 - 249,999",,12587,2788621,394319,17146,2377156,162910,159241,53,11
2001, Allegany ,"30,000 - 39,999",,1886,65569,21586,1825,42158,1960,1825,8,5
2003, Schuyler ,"Under 5,000",,1436,2834,2679,0,155,6,-71,50,1
2004, New York City - Bronx ,"50,000 - 59,999",,23352,1276197,307609,21723,946865,52053,48827,1,7
2011,St. Lawrence,"Under 5,000",,7255,-4449,11174,0,536,21,-745,46,1
2004, Onondaga ,"60,000 - 74,999",,13887,933006,198523,14168,720315,39713,38548,37,8
2000, Ontario ,"60,000 - 74,999",,3454,231256,46349,3915,180992,9829,9687,38,8
2010,Wayne,"30,000 - 39,999",,4250,147837,47500,2837,97499,4760,3420,60,5
2006, Chenango ,"30,000 - 39,999",,2347,81827,27104,1701,53022,2559,1940,14,5
2007, Rockland ,"100,000 - 199,999",,20361,2805583,601540,26748,2177297,143629,124051,45,10
2003, Herkimer ,"5,000 - 9,999",,2907,21456,18498,45,2913,117,-454,27,2
1999, Cortland ,"200,000 and over",,98,32704,2153,85,30466,2087,2013,17,11
2005, Delaware ,"20,000 - 29,999",,2739,68036,29721,1649,36633,1623,959,18,4
1999, New York City - Richmond ,"50,000 - 59,999",,12890,706945,167623,11475,527847,28386,27481,5,7
2010,Chenango,"5,000 - 9,999",,2239,16744,14553,65,2125,85,-482,14,2
2003, Niagara ,"Under 5,000",,16781,32527,30738,0,1789,72,-714,35,1
2012,Putnam,"20,000 - 29,999",,3815,95132,42955,1414,50763,2297,1168,43,4
2000, Franklin ,"100,000 - 199,999",,372,46890,5712,399,40779,2636,2595,22,10
2011,Essex,"20,000 - 29,999",,2118,52515,22551,1126,28838,1290,426,21,4
2009,Saratoga,"500,000 and over",,401,573791,19358,512,553920,49481,46904,47,13
1999, Oswego ,"75,000 - 99,999",,2805,239724,38231,3576,197916,11413,11344,41,9
1999, St. Lawrence ,"60,000 - 74,999",,2340,156066,30347,2832,122887,6656,6582,46,8
2011,Wyoming,"10,000 - 19,999",,2672,39593,24557,821,14215,580,-403,62,3
2004, Ulster ,"40,000 - 49,999",,5937,266177,74939,4254,186984,9607,9221,57,6
2004, Wayne ,"Under 5,000",,6383,12867,12055,0,812,33,-362,60,1
2008, Essex ,"Under 5,000",,2835,-10950,4887,0,280,11,-132,21,1
2001, Allegany ,"5,000 - 9,999",,2122,15546,13583,43,1920,77,-246,8,2
2006, Allegany ,"20,000 - 29,999",,2322,57594,25554,1655,30385,1345,461,8,4
2005, Saratoga ,"200,000 and over",,2079,1041105,58279,2421,980412,73481,70532,47,11
1999, Broome ,"Under 5,000",,13905,32104,30350,0,1754,70,-263,9,1
2005, Cayuga ,"30,000 - 39,999",,3308,114938,37434,2270,75234,3629,3262,11,5
2011,Schoharie,"20,000 - 29,999",,1482,36469,15777,821,19871,887,229,49,4
2007, Orleans ,"75,000 - 99,999",,1251,107080,19860,1387,85832,4939,4464,40,9
2004, Yates ,"5,000 - 9,999",,1125,8300,7246,12,1042,42,-151,63,2
2000, Hamilton ,"50,000 - 59,999",,141,7729,1759,118,5853,299,298,26,7
2011,Orleans,"20,000 - 29,999",,2598,64449,26548,1662,36239,1619,448,40,4
2011,New York City - Richmond,Total,,204587,11442144,2525233,122405,8967844,576150,494959,5,14
2007, Madison ,"75,000 - 99,999",,2375,205145,39493,2575,163077,9402,8666,31,9
2003, Madison ,"50,000 - 59,999",,1765,96781,24504,1825,70452,3602,3488,31,7
2005, Columbia ,"20,000 - 29,999",,3620,89609,38143,1974,49468,2206,1417,16,4
2011,Saratoga,"60,000 - 74,999",,7301,490958,108028,5387,377543,21193,19689,47,8
2001, Genesee ,"75,000 - 99,999",,1462,124600,20713,1838,102049,5858,5764,24,9
2009,Washington,"Under 5,000",,4070,-7910,6848,2,325,13,-549,59,1
2000, Cattaraugus ,"75,000 - 99,999",,1327,112693,18084,1596,93012,5355,5175,10,9
2006, Tioga ,"30,000 - 39,999",,2228,77799,26188,1455,50156,2409,1794,55,5
2003, Nassau ,"75,000 - 99,999",,55824,4843053,1142617,61608,3638826,210873,207199,34,9
2005, Washington ,"Under 5,000",,4127,8301,7806,0,487,20,-276,59,1
2007, Suffolk ,"60,000 - 74,999",,49789,3348472,972975,39956,2335541,130329,120383,53,8
2009,Tompkins,"40,000 - 49,999",,2803,125496,33461,1427,90608,4752,4277,56,6
2000, Madison ,"50,000 - 59,999",,1852,101444,23688,1884,75872,3880,3795,31,7
2005, Delaware ,"30,000 - 39,999",,2126,73687,24443,1439,47805,2293,2081,18,5
2008, Oswego ,"200,000 - 249,999",,139,30894,2939,140,27815,1905,1772,41,11
2000, Schoharie ,"75,000 - 99,999",,595,50764,8321,641,41802,2407,2384,49,9
2006, Nassau ,"Under 5,000",,85487,163417,152282,2,11387,459,-2610,34,1
2012,Washington,"60,000 - 74,999",,1893,127555,26975,1570,99010,5350,4552,59,8
2003, Delaware ,"10,000 - 19,999",,3597,53215,35536,1318,16361,665,-483,18,3
1999, Oswego ,"60,000 - 74,999",,3422,229102,44599,4142,180361,9795,9692,41,8
1999, Seneca ,"75,000 - 99,999",,539,46024,7372,616,38037,2189,2137,51,9
2003, Montgomery ,"60,000 - 74,999",,1288,86124,18703,1377,66044,3572,3467,33,8
2002, St. Lawrence ,Total,,39622,1258612,378968,23199,856445,46547,40666,46,12
2001, New York City - Richmond ,"30,000 - 39,999",,18884,658424,213162,11502,433760,21370,20054,5,5
2002, Westchester ,Total,,416693,39273800,5945719,246607,33083322,2151045,1969959,61,12
2003, Chenango ,"40,000 - 49,999",,1642,73534,20879,1536,51119,2518,2401,14,6
1999, Schuyler ,"200,000 and over",,30,13448,815,21,12613,864,816,50,11
2009,Franklin,"5,000 - 9,999",,1889,13985,12092,18,1876,75,-356,22,2
2003, Greene ,"20,000 - 29,999",,2608,64349,27378,1600,35371,1571,1133,25,4
2002, Ulster ,"Under 5,000",,11926,23952,22693,0,1260,50,-386,57,1
2007, Westchester ,"100,000 - 199,999",,57700,8021644,1655561,58047,6308025,417694,385758,61,10
2007, Putnam ,"40,000 - 49,999",,3065,137505,44889,1542,91074,4792,4060,43,6
2008, Chemung ,"30,000 - 39,999",,3478,120975,38513,2047,80414,3937,3098,13,5
2005, Schoharie ,"40,000 - 49,999",,1113,50016,14498,936,34582,1715,1632,49,6
1999, Monroe ,"100,000 - 199,999",,20486,2674106,358037,24637,2291432,149513,148591,32,10
2005, Chautauqua ,"20,000 - 29,999",,7336,181271,77825,4891,98542,4370,2495,12,4
2010,New York City - Queens,"60,000 - 74,999",,63502,4257206,905472,46578,3305156,189864,178403,4,8
2005, Chemung ,"5,000 - 9,999",,4147,30675,26350,69,4243,170,-621,13,2
2011,Residence Unknown ++,"500,000 and over",,986,2851040,72677,793,2777569,248952,227853,66,13
2001, Dutchess ,"60,000 - 74,999",,9593,644603,138535,10056,496012,27360,26380,19,8
2011,Steuben,"10,000 - 19,999",,6834,100576,63906,2567,34102,1386,-1722,52,3
2006, Franklin ,Total,,19048,658807,187679,10255,460876,25643,19691,22,12
1999, Schoharie ,"Under 5,000",,1971,4406,4154,0,251,10,-66,49,1
2008, Ontario ,"Under 5,000",,7679,-4711,14053,2,1002,40,-583,38,1
2004, Broome ,Total,,84798,3129669,816538,42982,2270145,132679,111010,9,12
2010,Orange,"40,000 - 49,999",,10520,471984,138631,7861,325491,17000,14307,39,6
2009,Chenango,"5,000 - 9,999",,2258,16838,14746,46,2047,82,-477,14,2
2006, Oneida ,Total,,99815,3851847,994712,52404,2804725,161318,130901,36,12
2004, Wayne ,"5,000 - 9,999",,3978,29272,24081,63,5128,205,-478,60,2
2005, Broome ,"30,000 - 39,999",,8092,282032,90228,4875,186929,9106,8471,9,5
2006, Delaware ,"40,000 - 49,999",,1455,65037,18756,1086,45195,2273,1947,18,6
2003, Orleans ,"100,000 - 199,999",,463,56860,8013,617,48230,3109,3044,40,10
2003, St. Lawrence ,"60,000 - 74,999",,2553,170949,36656,2875,131418,7125,6906,46,8
2012,Steuben,"200,000 - 249,999",,226,50114,4927,260,44927,2991,2909,52,11
2005, Chautauqua ,"40,000 - 49,999",,4218,188983,54173,3626,131184,6483,5950,12,6
2008, Rensselaer ,"10,000 - 19,999",,9569,141746,87204,3200,51342,2096,-1621,44,3
2010,Madison,"30,000 - 39,999",,2871,99797,32332,1796,65669,3208,2359,31,5
1999, Steuben ,"75,000 - 99,999",,1714,146311,23546,1971,120794,6972,6862,52,9
2005, Jefferson ,"30,000 - 39,999",,3687,128188,43280,2816,82091,3901,3582,28,5
2000, Yates ,"Under 5,000",,1682,3802,3588,0,214,9,-102,63,1
2002, Erie ,"30,000 - 39,999",,37417,1300301,398222,22547,879532,43165,41865,20,5
2000, Schoharie ,Total,,12876,415572,120966,7091,287515,15472,14169,49,12
2007, NYS Unclassified + ,"75,000 - 99,999",,38,3261,860,27,2374,140,132,65,9
2009,Steuben,Total,,41661,1641741,422887,22841,1212497,72497,58684,52,14
2002, Warren ,Total,,29260,1137800,291214,14997,831585,47932,44458,58,12
2011,New York City - Kings,"Under 5,000",,156104,-824789,213180,1,5849,234,-11851,2,1
2012,Ontario,"30,000 - 39,999",,4516,156829,49520,2354,104954,5097,3831,38,5
2007, Seneca ,"75,000 - 99,999",,1005,86542,16529,1132,68881,3958,3519,51,9
2000, Lewis ,"100,000 - 199,999",,165,20628,2531,184,17912,1155,1127,29,10
2000, Wayne ,"20,000 - 29,999",,5535,136838,54820,3546,78471,3479,2889,60,4
2007, Chautauqua ,"500,000 and over",,110,139126,7169,104,131853,9032,7675,12,13
2008, New York City - Richmond ,"5,000 - 9,999",,16639,123478,104362,150,18966,759,-2245,5,2
2012,Saratoga,"500,000 and over",,600,822619,18816,738,803065,62848,58988,47,13
2006, Madison ,"5,000 - 9,999",,2695,19748,16517,49,3182,127,-421,31,2
2008, New York City - Manhattan ,"5,000 - 9,999",,59727,447666,405010,1746,40910,1637,-13383,3,2
2012,Allegany,Total,,18136,691805,179302,9966,508261,28996,21672,8,14
2002, Putnam ,"30,000 - 39,999",,3433,120020,40152,1676,78192,3882,3560,43,5
2004, NYS Unclassified + ,"200,000 and over",,24,10784,805,21,9957,752,701,65,11
2011,Montgomery,"75,000 - 99,999",,1649,141706,26081,1512,114113,6619,6160,33,9
2009,Wyoming,Total,,17684,656689,178380,9527,483109,27371,21384,62,14
2011,Chenango,"100,000 - 199,999",,1082,136724,18477,1205,117043,7573,7176,14,10
2010,New York City - Queens,"5,000 - 9,999",,109762,825239,749389,1481,74369,2977,-22326,4,2
2006, Albany ,"10,000 - 19,999",,19448,288321,174421,6278,107602,4394,-2583,7,3
2003, Otsego ,"10,000 - 19,999",,4661,69615,45308,1606,22701,923,-468,42,3
2009,Cortland,"50,000 - 59,999",,1147,62859,15289,928,46642,2460,2172,17,7
2005, Oneida ,"40,000 - 49,999",,7212,322568,88414,5591,228564,11587,11061,36,6
2008, Jefferson ,"30,000 - 39,999",,3943,136811,45801,2725,88285,4247,3173,28,5
2012,Broome,"5,000 - 9,999",,9003,66900,57039,141,9719,389,-1477,9,2
2009,Nassau,"200,000 - 249,999",,14371,3189042,474490,19550,2695001,184712,178684,34,11
2003, Essex ,"60,000 - 74,999",,1028,68498,15232,1073,52194,2819,2677,21,8
2000, NYS Unclassified + ,"60,000 - 74,999",,140,9390,2123,119,7149,403,391,65,8
2004, Greene ,"60,000 - 74,999",,1419,95105,20394,1382,73329,4029,3942,25,8
2002, Broome ,"100,000 - 199,999",,3926,507577,66209,4893,436475,28415,27854,9,10
2005,"Grand Total, Full-Year Resident","30,000 - 39,999",,814589,28335019,9439362,546063,18348909,900994,789437,67,5
1999, NYS Unclassified + ,"200,000 and over",,66,32733,2222,75,30436,2085,1959,65,11
2002, Residence Unknown ++ ,"10,000 - 19,999",,3652,54336,30688,809,22839,935,500,66,3
2010,Cattaraugus,"10,000 - 19,999",,5997,89216,56802,2438,29976,1218,-1557,10,3
2002, New York City - Queens ,"Under 5,000",,113548,239656,232632,3,7021,281,-4005,4,1
2008, Schuyler ,"5,000 - 9,999",,791,5843,5025,10,807,32,-118,50,2
2007, Rensselaer ,"40,000 - 49,999",,5784,258947,67807,3277,187863,9904,8733,44,6
2008, Residence Unknown ++ ,"10,000 - 19,999",,845,12483,7534,248,4702,192,6,66,3
2011,Tioga,"50,000 - 59,999",,1409,77310,19708,1126,56476,2964,2398,55,7
2008, Cayuga ,"Under 5,000",,5088,-14028,9572,1,597,24,-382,11,1
2002, Washington ,"20,000 - 29,999",,3852,95313,40102,2464,52747,2338,1556,59,4
2004, Steuben ,"75,000 - 99,999",,2390,204803,37057,2808,164938,9481,9147,52,9
2005, Allegany ,"Under 5,000",,3065,6002,5691,0,305,12,-197,8,1
2012,Hamilton,"60,000 - 74,999",,145,9750,2193,86,7472,398,358,26,8
2003, Rockland ,"100,000 - 199,999",,17139,2316895,427418,23946,1865535,123861,109395,45,10
1999, Suffolk ,"60,000 - 74,999",,49292,3312379,764471,53417,2494490,136645,135853,53,8
2009,Ulster,"10,000 - 19,999",,11818,174379,111033,3795,59552,2428,-1898,57,3
2001, Suffolk ,"200,000 and over",,18711,9955362,542877,22243,9390215,643229,618140,53,11
2000, Chautauqua ,"30,000 - 39,999",,5919,205523,65312,4834,135378,6345,5931,12,5
2005, Wayne ,"30,000 - 39,999",,4036,140689,46319,2998,91373,4399,4016,60,5
2000, Schoharie ,"100,000 - 199,999",,347,43822,5315,386,38121,2466,2436,49,10
2009,Clinton,"500,000 and over",,57,63535,1087,58,62390,5566,3670,15,13
2007, Wyoming ,"Under 5,000",,2718,5439,5107,0,335,13,-280,62,1
1999, Niagara ,"20,000 - 29,999",,11968,295807,117386,6706,171715,7636,6615,35,4
2012,Madison,"Under 5,000",,4605,-13111,7782,0,465,19,-978,31,1
2003, Residence Unknown ++ ,"20,000 - 29,999",,1606,39761,16080,755,22940,1044,840,66,4
2006, Schenectady ,"50,000 - 59,999",,4164,228378,55687,2928,169763,9131,8228,48,7
2005, Schenectady ,"5,000 - 9,999",,7028,51805,43787,79,7898,316,-1011,48,2
2009,Madison,"100,000 - 199,999",,2245,291656,43761,2735,245160,15955,15260,31,10
2011,Wyoming,"Under 5,000",,2916,-3446,4767,0,283,11,-335,62,1
2006, Livingston ,"60,000 - 74,999",,2013,135284,29842,2072,103369,5635,5021,30,8
2011,Columbia,"10,000 - 19,999",,4159,61695,38928,1263,21505,877,-668,16,3
2012,Ulster,"200,000 - 249,999",,684,151306,17347,701,133258,8876,8478,57,11
2009,Chenango,"10,000 - 19,999",,3692,54910,35585,1490,17835,725,-1120,14,3
2000, Cattaraugus ,Total,,33478,1053781,304335,19199,730247,39649,35421,10,12
2005, Monroe ,"10,000 - 19,999",,49138,727447,451130,19814,256373,10447,-6438,32,3
2004, Wayne ,"100,000 - 199,999",,2016,251784,35818,2471,213489,13832,13505,60,10
2009,Schenectady,"20,000 - 29,999",,8571,212982,88747,5085,119150,5342,1459,48,4
1999, New York City - Bronx ,"60,000 - 74,999",,15628,1039915,201713,15322,822880,46703,45827,1,8
2010,Westchester,"200,000 - 249,999",,11369,2534551,391937,14286,2128327,145894,135020,61,11
2000, Putnam ,Total,,43612,2829625,547930,27932,2253756,138758,128908,43,12
2008, Delaware ,"10,000 - 19,999",,3040,45159,29874,1071,14214,578,-649,18,3
2003, Warren ,"40,000 - 49,999",,2217,99248,28271,1741,69236,3463,3367,58,6
2011,Madison,"75,000 - 99,999",,2238,193397,35480,2298,155619,9023,8347,31,9
2012,Erie,"75,000 - 99,999",,31772,2749064,484516,29830,2234717,126266,118576,20,9
2006, Residence Unknown ++ ,"Under 5,000",,1419,2415,2324,0,91,4,-136,66,1
2002, Orleans ,"10,000 - 19,999",,3103,46223,29431,1314,15478,630,-270,40,3
2003, Orleans ,"Under 5,000",,2956,5810,5505,0,304,12,-224,40,1
2012,Fulton,"20,000 - 29,999",,3502,87485,35846,2298,49341,2199,549,23,4
2003, Broome ,"50,000 - 59,999",,4772,261296,63353,4403,193541,10072,9777,9,7
2012,Nassau,"75,000 - 99,999",,54987,4773479,1175947,44237,3553295,202303,190745,34,9
1999, Livingston ,"5,000 - 9,999",,2852,21009,17705,33,3270,131,-148,30,2
2012,Franklin,"40,000 - 49,999",,1410,63167,16913,971,45282,2285,1904,22,6
2005, St. Lawrence ,"200,000 and over",,241,91867,5325,224,86318,6413,6009,46,11
2011,Rensselaer,"75,000 - 99,999",,6080,526825,97763,5285,423777,24772,22787,44,9
1999, Cayuga ,"5,000 - 9,999",,3833,28159,23871,33,4247,170,-262,11,2
2011,Tompkins,"60,000 - 74,999",,2506,168208,36248,1762,130198,7297,6659,56,8
2002, Ulster ,"10,000 - 19,999",,12458,184803,116239,4204,64361,2622,-246,57,3
2010,Saratoga,"10,000 - 19,999",,12710,188983,116108,3315,69559,2840,-1050,47,3
2011,Genesee,"60,000 - 74,999",,2014,134995,28675,1822,104499,5747,5266,24,8
2009,Delaware,"40,000 - 49,999",,1418,63419,17932,928,44559,2267,1960,18,6
2004, Greene ,"50,000 - 59,999",,1254,68926,17083,1130,50713,2661,2590,25,7
2009,New York City - Richmond,"100,000 - 199,999",,26818,3585159,643493,32527,2909139,191103,176113,5,10
2012,Erie,"500,000 and over",,2206,3099864,61942,2712,3035210,237621,215192,20,13
2006, New York City - Manhattan ,"10,000 - 19,999",,111348,1631982,1044975,56850,530157,21552,-42629,3,3
2008, Seneca ,"20,000 - 29,999",,1937,48022,20412,1168,26443,1178,398,51,4
2012,Hamilton,"10,000 - 19,999",,395,5919,4000,103,1816,74,-55,26,3
2012,"Grand Total, Full-Year Resident","250,000 - 499,999",,159589,53897707,4619811,168913,49108983,3326847,3127519,67,12
2000, New York City - Manhattan ,Total,,761759,100091205,9865695,263087,89901384,5972287,5651711,3,12
2012,Onondaga,"30,000 - 39,999",,19933,692247,212061,11192,468994,22945,17331,37,5
2011,Cayuga,"40,000 - 49,999",,2418,108163,28369,1534,78260,4060,3492,11,6
2004, Dutchess ,"40,000 - 49,999",,9078,407215,115794,6211,285220,14796,13942,19,6
2002, St. Lawrence ,"40,000 - 49,999",,3187,142701,39715,3067,99919,4945,4785,46,6
2012,Putnam,"250,000 - 499,999",,1238,404903,35554,1633,367716,24825,22323,43,12
2008, Orleans ,"50,000 - 59,999",,1093,59963,15034,1045,43883,2283,1971,40,7
2008, Sullivan ,"20,000 - 29,999",,4327,107223,47311,2949,56963,2535,698,54,4
2003, Onondaga ,"100,000 - 199,999",,12868,1661437,236852,17034,1407536,92399,89096,37,10
1999, Livingston ,"100,000 - 199,999",,867,108313,14091,1056,93166,6007,5920,30,10
2010,New York City - Manhattan,"500,000 and over",,32545,82091343,1975972,29305,80086066,7174640,6781097,3,13
